ID,command,encrypted_cmd
61,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
62,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
63,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
64,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
64,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
65,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
66,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
67,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
68,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
69,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
70,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
70,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
72,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
73,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
74,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
74,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
75,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
76,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
77,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
78,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
79,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
80,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
80,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
81,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
82,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
83,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
84,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
85,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
85,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
87,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
87,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
88,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
89,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
90,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
90,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
91,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
92,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
93,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
94,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
95,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
95,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
96,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
97,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
97,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
98,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
99,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
100,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
101,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
101,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
102,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
103,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
104,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
105,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
106,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
107,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
108,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
109,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
109,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
110,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
112,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
112,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
114,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
115,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
115,{'axes': {'0': 0.0181884765625, '1': 0.021881103515625, '2': -1.0, '3': 0.045166015625, '4': 0.022369384765625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4e4410e2d9f0b16dda6823ef2d6b2e59c984b3c5bc86c77922947835204d8c2390bd0252890e579da2d4aba436
